title,user ratings,genres,cast
57 Seconds,57.69,"['Thriller', 'Science Fiction', 'Action']","['Griff Furst', 'Bevin Bru', 'Curtis Johnson', 'Mary Drew Ahrens', 'Lovie Simone', 'Demitri Lucien', 'Kenneth Kynt Bryan', 'Daniel Rivas', 'Allen Boudreaux', 'Nirvi Shah', 'Jaida Standberry', 'Lucius Baston', 'Morgan Melder', 'David Blane', 'Morgan Freeman', 'Valerie E. Lamb', 'Josh Hutcherson', 'Aaron Jay Rome', 'Greg Germann', 'Thomas P. Vitale', 'Jeff Chase', 'Dickson Obahor', 'Tre Francis', 'Sammi Rotibi', 'Marcus Brown', 'Mark Jacobson', 'Rusty Cundieff', 'Matthew Jayson Cwern', 'Jennifer Dent']"
Killers of the Flower Moon,76.94,"['Crime', 'Drama', 'History']","['Robert De Niro', 'Elden Henson', 'Moe Headrick', 'Dana Daylight', 'Chris Byars', 'Jezy Gray', 'Samuel Gray', 'Zack T. Morris', 'Rayna Gellert', 'Brett Bower', 'Everett Waller', 'Talon Satepauhoodle', 'Leland Prater', 'DJ Whited', 'Lux Britni Malaske', 'Ron McMahan', 'Desireee Storm Brave', 'Jennifer Moses', 'Jesse Plemons', 'Martin Scorsese', 'Reignen Yellowfish', 'Jacob Johnson', 'Easton Wade Yellowfish', 'Joe Chrest', 'Dolan Wilson', 'Shonagh Smith', 'Marc Phaneuf', 'Cherylyn Oberly Satepauhoodle', 'James Healy Jr.', 'Peter Yarin', 'Scott George', 'Michael Abbott Jr.', 'Brent Langdon', 'JaNae Collins', 'Jerry Wolf', 'Jessica Harjo', 'Jay Paulson', 'Brian Shoop', 'Delani Chambers', 'Father Chris Daigle', 'Kristin Keith', 'Jerry Logsdon', 'David Fields', 'Mike Cook', 'Joseph Spinelli', 'Ed Yellowfish', 'Norris Bighorse', 'Jeremy Goodvoice', 'Moira Redcorn', 'James Carroll', 'D. Reride Smith', 'Brendan Fraser', 'Chase Parker', 'Jarad Looper', 'Louis Cancelmi', 'Jeffrey Stevenson', 'Addie Roanhorse', 'Welker White', 'Silas Satepauhoodle', 'River Rhoades', 'Eric Parkinson', 'Scott Bighorse', 'Nicholas White', 'Paul Woodiel', 'Bravery Nowlin', 'Joe Boga', 'Mason Bighorse', 'Vinny Raniolo', 'Michael Paul Pahsetopah', 'Vince Giordano', 'Gary S. Pratt', 'Larry Fessenden', 'Lily Gladstone', 'James Roman Dailey Jr.', 'William Belleau', 'Margaret Gray', 'John Lithgow', 'Stephen Berkman', 'Mamie Cozad', 'Peter Reardon-Anderson', 'Steve Eastin', 'John Gibbs', 'Barry Corbin', 'Sarah Spurger', 'Harrison Shackelford', 'Charlie Musselwhite', 'Norma Jean', 'Tracey Ann Moore', 'Beau Smith', 'Danny Frost', 'Gary Basaraba', 'Mahada Sanders', 'Francis Pipestem Jr.', 'Tatanka Means', 'Paul Bighorse', 'Elijah Cemp Ragsdale', 'Ben Hall', 'Christopher Cote', 'Gabriel Casdorph', 'Erica Pretty Eagle Moore', 'Kinsleigh McNac', 'Jack White', 'Joshua Close', 'Tom Ashmore', 'Gregory Fallis', 'Elizabeth Waller', 'Cara Jade Myers', 'Matt Tolentino', 'Jenny Paige Lynn', 'Wahwastoas J. Jones', 'Nick W. Nicholson', 'Sam Bardfeld', 'Sturgill Simpson', 'Jo Harvey Allen', 'Kieran Kane', 'Seth Buckminster', 'Ty Mitchell', 'Nathalie Standingcloud', 'Leonardo DiCaprio', 'J. C. MacKenzie', 'Will Reardon-Anderson', 'Jennifer Rader', 'Myron F. Red Eagle', 'Dolores Marie Goodeagle', 'Kyle Dillingham', 'John Shaw', 'Alexandria Toineeta', 'Angela Pratt', 'Nathaniel Arcand', 'Mary Buss', 'Gene Jones', 'Anna L. Bighorse', 'Victor McCay', 'Lucas Ross', 'Adam Washington', 'Justin France', 'Jacob Lux', 'Tommy Schultz', 'Elisha Pratt', 'Katherine Willis', 'Alexis Ann', 'Marvin E. Stepson Jr.', 'Melissa Tiger', 'Jason Isbell', 'John Q. Wilson', 'Johnny Baier', 'William Alyn Hill', 'Ted Welch', 'Edward Gray Sr.', 'Chance Rush', 'Rob Fisher', 'Mark Lopeman', 'Anthony J. Harvey', 'Paul Wells', 'Taveah Ann George', 'Larry Jack Dotson', 'Yancey Red Corn', 'Margaret Shannon-Sisk', 'Tanner Brantley', 'Dobbin Monoessy Knifechief', 'Tantoo Cardinal', 'Julia Lookout', 'Lynette Satepauhoodle', 'Vanessa Rose Pham', 'Candice Costello', 'Nokosee Fields', 'Christopher Hill', 'Andy Stein', 'Vann Bighorse', 'Zachary Hokeah', 'Marko Costanzo', 'Steve Witting', 'Steve Routman', 'Samuel French', 'Mason Cunningham', 'Joel Tallchief Lemon', 'Karen Garlitz', 'Alexis Waller', 'Mark Landon Smith', 'Jackie Wyatt', 'Wally Welch', 'Scott Shepherd', 'Pete Yorn', 'Richard Lookout RulingHisSun', 'Garrison Panzer', 'Carl Palmer', 'Edward Gray Jr.', 'TJ Muller', 'Joey Oglesby', 'Kenneth Bighorse Jr.', 'Henry Amos Gray', 'Randy Houser', 'Charisse Satepauhoodle', 'Tahlee Redcorn', 'Larry Sellers', 'David Born', 'Lee Eddy', 'Clint Rohr', 'Angela Toineeta Satepauhoodle', 'Blaine Hall', 'Patrick Bubert', 'Bronson Redeagle', 'Penny Potts', 'Jon-Erik Kellso', 'Jillian Dion', 'Xavier Toehay', 'Pat Healy', 'Roanin Davis', 'Jim Fryer', 'Terry Allen']"
Top Gun: Maverick,82.47999999999999,"['Action', 'Drama']","['Norman Ralph Eliasen', 'Charles Parnell', 'Shannon Kane', 'Rachel Winfree', 'Anthony Edwards', 'Monica Barbaro', 'Tristan Henry', 'Whylip Lee', 'Jason Robert Boles', 'Jack Schumacher', 'Stephanie Andrea Barron', 'Bashir Salahuddin', 'Landon Gordon', 'Bob Stephenson', 'Margaret Strabala', 'Brian Ferguson', 'Jake Picking', 'Austin Bowerman', 'Alec Williams', 'Raymond Lee', 'Miles Teller', 'Lyliana Wray', 'Kelly McGillis', 'Danny Ramirez', 'Peter Mark Kendall', 'Lewis Pullman', 'Glen Powell', 'Chido Nwokocha', 'Jon Hamm', 'Meg Ryan', 'Jay Ellis', 'Val Kilmer', 'Rachael Markarian', 'Chelsea Harris', 'Jennifer Connelly', 'Tom Cruise', 'Greg Tarzan Davis', 'Manny Jacinto', 'Kara Wang', 'Ian Gary', 'Ryan Heilmann', 'Shantel Limbo', 'James Handy', 'Chaz Ingram', 'Ed Harris', 'Jean Louisa Kelly', 'Darnell Kirkwood']"
Encanto,76.22,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Rose Portillo', 'Mauro Castillo', 'Ezra Rudulph', 'Alan Tudyk', 'María Cecilia Botero', 'Sarah-Nicole Robles', 'Angie Cepeda', 'Rhenzy Feliz', 'John Leguizamo', 'Olga Merediz', 'Alyssa Bella Candiani', 'Brooklyn Skylar Rodriguez', 'Jessica Darrow', 'Diane Guerrero', 'Jorge E. Ruiz Cano', 'Paisley Day Herrera', 'Maluma', 'Juan Castano', 'Stephanie Beatriz', 'Adassa', 'Carolina Gaitán', 'Hector Elias', 'Wilmer Valderrama', 'Noemi Josefina Flores', 'Ravi Cabot-Conyers']"
The Hunger Games: Catching Fire,74.0,"['Adventure', 'Action', 'Science Fiction']","['Franco Castan', 'Jack Quaid', 'Jackson Spidell', 'Jill Jane Clements', 'Paula Malcomson', 'Stanley Tucci', 'Bruno Gunn', 'Marian Green', 'Nickolas Wolf', 'Maria Howell', 'Daniel Bernhardt', 'Philip Seymour Hoffman', 'Toby Jones', 'Bobby Jordan', 'Taylor St. Clair', 'Woody Harrelson', 'Kimberley Drummond', 'Sam Claflin', 'Deena Beasley', 'Stef Dawson', 'Meta Golding', 'Jeffrey Wright', 'Megan Hayes', 'Elizabeth Banks', 'Erika Bierman', 'Liam Hemsworth', 'Alan Ritchson', 'Stephanie Leigh Schlund', 'Laura Avnaim', 'James Sutton', 'Amandla Stenberg', 'John Casino', 'Moses J. Moseley', 'Amanda Plummer', 'James Logan', 'E. Roger Mitchell', 'Jennifer Lawrence', 'Lenny Kravitz', 'Elena Sanchez', 'Josh Hutcherson', 'Leon Lamar', 'Lynn Cohen', 'Nelson Ascencio', 'Afemo Omilami', 'Wilbur Fitzgerald', 'Sandra Ellis Lafferty', 'Bruce Bundy', 'Donald Sutherland', 'Ravi Naidu', 'Judd Lormand', 'Jena Malone', 'Jared Allman', 'Willow Shields', 'Mandy Neuhaus', 'Patrick St. Esprit', 'Noëlle Renée Bercy']"
Rabbids Invasion - Mission To Mars,63.28,['Animation'],['Damien Laquet']
Doctor Strange in the Multiverse of Madness,73.43,"['Fantasy', 'Action', 'Adventure']","['Topo Wresniwiro', 'Jessica Pennington', 'Chess Lopez', 'Benedict Cumberbatch', 'Rachel McAdams', 'Andy Bale', 'Audrey Wasilewski', 'Kevin Dalton', 'Ruth Livier', 'Charlie Norton', 'Orphee Sidibe', 'André Layne', 'Ako Mitchell', 'Christian Rummel', 'Ross Marquand', 'Bruce Campbell', 'Bobbie Little', 'Sheila Atim', 'Michael Waldron', 'Bridget Hoffman', 'Victoria Grove', 'Jordan Alexandra', 'Hayley Atwell', 'Xochitl Gomez', 'Aliyah Camacho', 'Vinny Moli', 'Gregory Fung', 'Cecilia Appiah', 'David K.S. Tse', 'Adam Hugill', 'Joshmaine Joseph', 'Lashana Lynch', 'John Krasinski', 'Julian Hilliard', 'Chiwetel Ejiofor', 'Jett Klyne', 'Eden Nathenson', 'Stephen Samson', 'Elizabeth Olsen', 'Daniel Swain', 'Anson Mount', 'Nina Jalava', 'Gabriella Cooper-Parsons', 'Joshua Peace', 'Victoria Sterling', 'Nuakai Aru', 'Richie Palmer', 'Andrew Morgado', 'Benedict Wong', 'Patrick Stewart', 'Momo Yeung', 'Scott Spiegel', 'Anthony Knight', 'Yasmin Chadwick', 'Michael Stuhlbarg', 'Yenifer Molina', 'Charlize Theron']"
Ant-Man and the Wasp: Quantumania,63.949999999999996,"['Action', 'Adventure', 'Science Fiction']","['Dey Young', 'Jakari Fraser', 'Melanie Garcia', 'Paul Rudd', 'Durassie Kiangangu', 'Mark Weinman', 'Tom Clark', 'Aisling Mara Andreica', 'John Townsend', 'Matthew Wood', 'Abby Ryder Fortson', 'Roger Craig Smith', 'Nathan Blees', 'Lucas Gerstel', 'Grahame Fox', 'Mia Gerstel', 'Jamie Sai', 'Russell Balogh', 'Owen Wilson', 'Tess Aubert', 'David J. Castillo', 'Esther McAuley', 'Brahmdeo Shannon Ramana', 'Sierra Katow', 'Milton Lopes', 'Leon Cooke', 'Harrison Daniels', 'Sir Cornwell', 'Patricia Belcher', 'Tracy Jeffrey', 'Marielle Scott', 'Corey Stoll', ""Katy O'Brian"", 'Michelle Pfeiffer', 'Michael Douglas', 'Gregg Turkington', 'Jamie Andrew Cutler', 'Judy Jeffrey', 'Loveday Smith', 'Briza Covarrubias', 'Ross Mullan', 'Tom Hiddleston', 'William Jackson Harper', 'Dinah Jeffrey', 'Randall Park', 'David Dastmalchian', 'Bill Murray', 'Jake Millgard', 'Ryan Bergara', 'Leonardo Taiwo', 'John Nayagam', 'Ruben Rabasa', 'Adam Sai', 'Cathy Chan', 'Sam Symons', 'Kathryn Newton', 'Greta Nayagam', 'Jonathan Majors', 'Nicola Peluso', 'Evangeline Lilly', 'Mark Oliver Everett', 'Alan Heitz', 'Liran Nathan', 'Osian Roberts']"
The Batman,77.0,"['Crime', 'Mystery', 'Thriller']","['Colin Farrell', 'Oscar Novak', 'Jose Palma', 'Leemore Marrett Jr.', 'Sandra Dickinson', 'Spike Fearn', 'Chabris Napier-Lawrence', 'Amanda Blake', 'Elliot Warren', 'Arthur Lee', 'Dave Simon', 'Alex Ferns', 'Andre Nightingale', 'Daniel Rainford', 'Gil Perez-Abraham', 'Janine Harouni', 'Stewart Alexander', 'Craige Middleburg', 'Mike Capozzola', 'Urielle Klein-Mekongo', 'Andy Serkis', 'Phil Aizlewood', 'Joshua Eldridge-Smith', 'Jayme Lawson', 'Philip Shaun McGuinness', 'Itoya Osagiede', 'Joseph Walker', 'Lorna Brown', ""Con O'Neill"", 'Adam Rojko Vega', 'Will Austin', 'Parry Glasspool', 'Bobby Cuza', 'Kosha Engler', 'Paul Dano', 'Bronson Webb', 'Todd Boyce', 'Kazeem Tosin Amore', 'Angela Yeoh', 'Mark Killeen', 'Ste Johnston', 'Elijah Baker', 'Archie Barnes', 'Nathalie Armin', 'Lorraine Tai', 'Richard James-Neale', 'Jack Bennett', 'Rupert Penry-Jones', 'Jeffrey Wright', 'Luke Roberts', 'Stefan Race', 'Heider Ali', 'Pat Battle', 'Joseph Balderrama', 'Rodrig Andrisan', 'Craig Douglas', 'James Eeles', 'Sid Sagar', 'Madeleine Gray', 'Douglas Russell', 'Jordan Coulson', 'Hana Hrzic', 'Peter Sarsgaard', 'John Turturro', 'Stella Stocker', 'Charlie Carver', 'Roma Torre', 'Marcus Onilude', 'Max Carver', 'Robert Pattinson', 'Brandon Bassir', 'Ezra Elliott', 'Amanda Hurwitz', 'Barry Keoghan', 'Elena Saurel', 'Peter McDonald', 'Ed Kear', 'Zoë Kravitz', 'Dean Meminger', 'Jay Lycurgo', 'Akie Kotabe', 'Hadas Gold']"
The Last Voyage of the Demeter,71.53999999999999,"['Thriller', 'Horror']","['Rudolf Danielewicz', 'Liam Cunningham', 'Malcolm Galea', 'Stefan Kapičić', 'Corey Hawkins', 'Vladimir Cabak', 'Chris Walley', 'Jack Doggart', 'Christopher York', 'Nikolai Nikolaeff', 'Graham Turner', 'Andy Murray', 'Adam Shaw', 'Woody Norman', 'David Dastmalchian', 'Aisling Franciosi', 'Sally Reeve', 'Martin Furulund', 'Jon Jon Briones', 'Javier Botet', 'Noureddine Farihi', 'Joe Depasquale', 'Nicolo Pasetti']"
Harry Potter and the Philosopher's Stone,79.15,"['Adventure', 'Fantasy']","['Jean Southern', 'Violet Columbus', 'Adrian Rawlins', 'Emma Watson', 'Richard Griffiths', 'Robbie Coltrane', 'David Bradley', 'Kieri Kennedy', 'David Holmes', 'Julie Walters', 'Simon Fisher-Becker', 'Richard Bremmer', 'Zoë Wanamaker', 'Josh Herdman', 'Dani Harmer', 'Ian Hart', 'Rupert Grint', 'John Hurt', 'Jamie Waylett', 'Emily Dale', 'Will Theakston', 'Nina Young', 'Terence Bayler', 'Richard Harris', 'Tom Felton', 'Mark Ballas', 'Sean Biggerstaff', 'Eleanor Columbus', 'Leila Hoffman', 'Leilah Sutherland', 'Saunders Triplets', 'Jimmy Vee', 'Maggie Smith', 'Alan Rickman', 'Geraldine Somerville', 'Harry Taylor', 'Leslie Phillips', 'Devon Murray', 'Zoe Sugg', 'Fiona Shaw', 'Derek Hough', 'Paul Marc Davis', 'Warwick Davis', 'Chris Rankin', 'Bonnie Wright', 'Derek Deadman', 'Verne Troyer', 'Paul Grant', 'Matthew Lewis', 'Ray Fearon', 'Julianne Hough', 'John Cleese', 'Alfred Enoch', 'Harry Melling', 'Luke Youngblood', 'Elizabeth Spriggs', 'Scot Fearn', 'Ben Borowiecki', 'Daniel Radcliffe', 'James Phelps', 'Oliver Phelps', 'Danielle Tabor']"
Coco,82.0,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","['Renée Victor', 'Blanca Araceli', 'Lombardo Boyar', 'Cheech Marin', 'John Ratzenberger', 'Dyana Ortelli', 'Gabriel Iglesias', 'Natalia Cordova-Buckley', 'Gael García Bernal', 'Jaime Camil', 'Edward James Olmos', 'Octavio Solis', 'Alanna Ubach', 'Montse Hernandez', 'Benjamin Bratt', 'Polo Rojas', 'Alfonso Arau', 'Ana Ofelia Murguía', 'Carla Medina', 'Selene Luna', 'Salvador Reyes', 'Anthony Gonzalez', 'Herbert Siguenza', 'Sofía Espinosa', 'Luis Valdez']"
The Black Book,66.03,"['Mystery', 'Thriller', 'Action']","['Funky Mallam', 'Alex Usifo Omiagbo', 'Taiwo Ajai-Lycett', 'Sam Dede', 'Ade Laoye', 'Iretiola Doyle', 'Denola Grey', 'Nobert Young', 'Femi Branch', 'Richard Mofe-Damijo', 'Ikechukwu Onunaku', 'Bimbo Akintola', 'Patrick Doyle', 'Bimbo Manuel', 'Madaki Asabe', 'Shaffy Bello', 'Boki Ofodile', 'Kelechi Udegbe']"
